Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
156235,B000XSCXIG,A3FPHAAO2MLQ8H,ljhall,2,2,5,1297209600,Works for me ! ! !,"I have been using this tea for a few years now, and I drink the full 2 cups every night before I go to bed.  It begins to take effect the next morning.  I gave a bag to a friend to try & she loved it as well, she now orders it online."
363411,B001Q9EFVY,A23TGI02RB7JC,"Marilyn J. Adams ""Marilyn""",1,1,5,1246492800,Six Paws UP!,"I can't really do this review justice since it already has two video reviews on it What I can tell you is that I gave these biscuits to three different dogs and they all loved them. A Pitbull, a Rottweiler and a bird dog are now fans of this product!!<br /><br />Guaranteed Analysis:<br /><br />Crude Protein  14%<br />Crude Fat  2%<br />Crude Fiber  4%<br />Moisture  12%<br />Calories Per Bisquit: 35"
471481,B007ZUH1GY,A2WAZMVJ3GJT8G,"Ann H. Merritt ""Gran""",0,0,5,1348358400,great dog treats,"These are really good treats for dogs, my dog loves them, the minute he sees me getting the pack out he gets so excited.  They arrived very fast, I am extremely pleased with them."
522162,B000FZYMJK,AMA96Q2YUDLPY,anon,7,20,1,1314921600,"It's not ""RED"" rice, it's ""BROWN"", misleading product label","Yes, I should have read the whole description, so I take part of the blame.  However, I can't see how in any way how this rice could be considered ""RED"" as stated in the title above:<br /><br />""A Gourmet Aromatic Whole Grain RED Rice""<br /><br />Nowhere on the front of the bag does it clarify that it's brown rice as it does on the back.<br /><br />I'm not saying it's bad rice, just that it's not RED as the title clearly states.<br /><br />There is a specific type of rice known as ""red rice"".  This is NOT it.  When it arrived in the mail, the front label says ""RED RICE"" on the back it says it's brown rice.<br /><br />So, yes, I should have read the whole description closer, but just calling brown rice red on the label doesn't make it so.<br /><br />Disappointed, will not be buying any more Lundberg products.  Sorry, but you ticked me off with your misleading labeling."
124191,B0001AVTDQ,A32NDALENJNNCR,"Lori Dumas ""Lori""",1,1,5,1339372800,Better taste,"We needed to oomph our pizza crust, this did the trick. More pliable, longer shelf life, tastes better. We use this product for our calzones also. Our dough was completely tasteless before."
69815,B0047ZJUUU,A1QX0749ILEKFD,Capt. John,0,0,5,1333670400,Service Dogs deserve treats,"If you are looking for a special treat for your special dog, then I believe this produce will fill the need for a small mouth dog."
148819,B000H7F78Q,AYHHNMEJ271NL,j.m.,3,5,5,1152144000,Delicious!!,"If you haven't tried these, do so. They're excellent cookies, I find it difficult to NOT finish a box in one sitting."
307743,B002AR2XW4,A79MHOOWX0WIA,Jrssc5j5,0,0,5,1331856000,My Favorite,Of all the pre made soups this one was probably my favorite. Again i usually add avocado and other veggies to the soup to make it fit my taste.
88212,B0006G54MC,A5KLBA8UNV6ZF,pyt46825,0,0,4,1285372800,FLAT BAR - 5 Inch - Chicken,I have a blk lab and a mastiff that went crazy over them. For my big dogs these are an execellent treat for good behaviour. The chicken bars are a quality item for a good price and I plan to purchase them again.
98516,B004GW6O9E,A30HHGQ1P5OXTZ,Stephanie Adams,6,6,5,1260230400,Best LaraBar flavor yet!,"This is my new favorite Larabar. My only gripe is that it's hard finding the new flavor in stores. I love Larabars in general because of their amazing ability to weave a few simple ingredients into great-tasting, portable snacks. There's no strange chemicals added, just fruit and nuts. They're my go-to snack to keep in my bag for those times when gluten-free food is hard to find. And they're the most reasonably priced of their class.<br /><br />The PB&J flavor is great because it combines the tart bite of their Cherry Pie flavor with the richness of peanut butter. If you can get used to the idea of a PB&J sandwich in bar form, it really will remind you of the original.<br /><br />This flavor has only 4 ingredients, no added sugar (sweetened with dates) and a respectable 6g of protein (they range from 3-6g, I believe)."
354766,B002UQIZ2C,A370Z6I5GBWU44,"M ""CultOfStrawberry""",0,0,5,1271808000,Divine Delight,"My review is for the product cookie itself, not what might happen if you buy food from Amazon. Oreo is a classic cookie, and while I can't say that I am a big fan of all their flavors, I really enjoy three flavors - original, Uh-Oh Oreos, and the top of the list, Mint Oreos. The flavor is strongly reminiscent of the Thin Mint cookies sold by the Girls Scouts. Unfortunately, they only sell their cookies once in a while, but I can head to my store any time I have a craving for the flavor of chocolate and mint in a cookie. I even like this better than original Oreo, and that's saying a lot. Nom nom."
535090,B001EO6BFE,A2L8TLKW7GSTU3,James V. Montague,3,3,5,1266364800,The Best,"Iv,e tried many pancake mixes but this is the best yet.The best flavor and texture of any mix on the market.A little pricey but well worth it."
370928,B000G6VDIQ,A2B6EM8HQA5H7Y,Michael Martin,0,0,5,1336089600,A great way to add lots of flavor!,I love this seasoning. It's nice and spicy without being pure heat. Tastes great and goes a long way. I love using it when making my own taco seasoning.
123400,B0000TU8PI,A1Z066QG6EL72U,marina 701,0,0,5,1350432000,Anchovy olive martinis,"These Serpis anchovy olives are delicious...so firm and tastey. Every evening my husband builds me a gin martini , which just serves as a marinade for the olives. If you have a salt tooth, you will love these olives"
213931,B000EPMP40,A3RPH26JTPO3JO,Free Falling,0,0,5,1350950400,royal vanilla cookies are delish!,yummy! these are amazing. thanks midel for making delicious gluten free cookies. these melt in your mouth. most gluten free foods taste like cardboard but these are very tastey. i'm hooked....
436082,B0000D9MZM,AMVMQBAMU4H90,Ian Hamilton,11,30,1,1104364800,Horrible service,"The actual cheese is GREAT, if you can get them to ship to you.  Ordered items as gifts - took over a week to ship.  For timely gifts you would be better off going around the corner.  Otherwise a great deal."
485555,B001RVFERK,A3KT5JU7RD4Q4O,Jin,0,0,3,1291766400,"Great chip, little salty for me.","I ordered this box of potato chips a few months ago. I love the popchips, it tastes great.<br />One thing I have problem is it's little too salty for me. Anyone who has less tolerance of salt should be careful."
521894,B003YEWVRE,ABGKH1T5ASBWW,Cat lover,2,2,5,1299110400,Awesome jams,These jams are absolutely wonderful--full of fruit and so delicious on toast and PBJ sandwiches. Amazon's price under Subscribe and Save is much less than what I would pay at my local grocer--you can't lose!
392614,B001E5E38A,AX82QYAX17AO,Don,0,1,4,1298505600,Very good tea,Each bag is individually wrapped but not like other White Tea from the same company.  Prior to this order I bought white tea from a local store.  Each bag was SEALED in a wrapper.  Each bag here is in an envelope.  I like the sealed wrapper better.
128398,B000U96JEC,ABWVHI16DMEP8,"J. V. ""LadyAmazon""",4,4,5,1242345600,Great alternative!,"These salad dressings are a great alternative to other popular fat free dressings.  I hate those sprays that are on the market now because there isn't enough dressing for a serving for pete's sake.  I like Thousand Island Waldens Dressing the best -- made a salad with veggie steak strips, spinach, black olives and mushrooms and this dressing was perfect! I've tried Ranch, Balsamic, Caesar and Blue Cheese.  The bleu cheese is bland, but the rest I've tried have been tasty and very satisfying.  I'm glad that I don't have to waste a 60-80 calories on dressing for my salads."
165093,B00907O6HW,AYOMAHLWRQHUG,"Conspicuous Consumer ""$$""",0,0,3,1350777600,Tastes Like iHop Coffee,"For twenty years, Eight O'Clock Colombian was the only coffee we drank.  I bought it at A&P and ground the whole beans there.  Nothing tasted as good.<br /><br />But either my tastes have changed or the coffee is just not as good because this coffee had no depth.  I made it with less water than the smallest Keurig option to give it a fair chance.  I smelled it before I drank it and got no strong whiff of fresh brewed coffee.  I drank it black with no rush of memory of the original brew from forty years ago. I added a squirt of cream and it only got blander.  I drank it with a Spanish omelet (thus the iHop connection) and it served only to wash the food down.<br /><br />Now that I've finished this cup, I'll give the rest of the box to my brother and brew a fantastic cup of <a href=""http://www.amazon.com/gp/product/B004OLKF6K"">Barista Prima Coffeehouse, Italian Roast, 24- Count K-Cup Portion Pack for Keurig Brewers</a>."
117375,B0009F3SD2,A2AD73FXZWVKS0,Daisy Fay,0,0,5,1270857600,No sugar needed,I love this tea.  My Mom got me hooked on it.  It is a little spicy and has a sweet after taste.
124182,B004JLGDJS,A1UQBFCERIP7VJ,Margaret Picky,0,0,4,1321401600,"A ginormous box of 1,000 tea bags","Stash Chamomile Herbal Tea is tea bags with dried, crushed chamomile flowers.<br /><br />Honestly, as far as I'm concerned, chamomile is chamomile. I suppose that when you use loose flowers you get sediment in the cup and I have seen this happen with some brands of chamomile tea bags, these don't do that.<br /><br />I have also had organic chamomile (this isn't) but I can't taste the difference.<br /><br />Each bag is individually packaged and that is either good or bad depending on how and where you use it and if you are concerned about excessive packaging.<br /><br />If you really, truly like chamomile tea, or own a restaurant, this ginormous box of 1,000 single-serving tea bags is a good choice."
440393,B000AQ7ITA,A3QI2K84H78SFL,DeOndra D. Miles,0,0,5,1199232000,Green Apple Delicious 10 STARS,I am a green apple lover and this product made the best green apple slushie. I was on cloud 9. I definitely recommend this product and I will be ordering again.
558887,B000ETZU2U,A1X9MZGJJL4JDH,"Geertje A. Misset-barnes ""gerrie""",1,1,5,1271462400,heerlijke hollandse dropjes,really good got a box full and love them<br />got some at a store and they were very expensive the price here is really worth it<br />Enjoy!!!
49644,B0018CID1M,A3VWC97CW4BKIQ,Trevor Spicer,3,3,5,1313193600,My dog loves this stuff.,My dog (75 lb lab) loves this stuff.  She literally licks her lips when I open a new bag to pour into her food bin.  No joke.  I'll try to get a picture when the next shipment arrives.  Speaking of shipments - FLY when you get this from Amazon it arrives loose in a larger box.
288692,B0017SVW2O,AKH9U2NTNLE6U,J. Patton,1,1,5,1238112000,Really fantastic coffee.,This is the best coffee I've ever had. I think that's all I need to say for this review.<br /><br />Worth the price.<br />Would buy again!
43022,B002TSA90C,A1IJVCWK1KGKCU,R. Chen,2,2,3,1309910400,"Scrubs yes, suds no.","The body puff side feels rough, and is good for scouring pores in the chest and upper back areas.  My skin does feel smoother afterwards.  It's not very good at creating lather though.  Not sure if it's because the mesh is rougher, or the mesh is only exposed on one side.<br /><br />The back side is too rough for the skin -- I've been using it to sand down foot calluses.<br /><br />Might need to just use a regular body puff to apply soap, and use the Dove shower tool as a loofah and pumice stone."
354658,B0030KLW0Y,A1BOC9KBKPX57Q,"Dara Stoltzfus ""&#60;&#62;&#60;""",2,2,5,1304380800,The Best...,"Seriously...there is no comparison. There is no other hot sauce out there like this one. I lived in Guatemala where I could get this at every corner store readily...for 10 years. Then I moved to ""civilization"" where folks think that ""Tabasco sauce"" is hot sauce. I have tried every other hot sauce out there thinking there has to be something else the same...but no. There isn't. Marie Sharp's is ""hot sauce""...yes...but it's not really about the ""hotness""...it's about the ""flavor"". There is nothing it does not make taste better...and nothing tastes the same without it!"
117257,B000E682M8,A1T5NUT8NFKVSS,"Khia Grinnell ""WestCoastNative""",0,0,5,1342310400,great ice tea,"I love this green mint tea - it is hard to find in the market but is very reasonable off Amazon. I love to use this to make ice tea, it is refreshing and light."
543854,B006MONQMC,A3HOBP97RKKY0M,J. Wiles Parker,0,1,2,1338681600,Blah,"I had trouble getting the right amount of this mixed in with my water.  It was either too watery or too fruit punchy.  Basically it just seems to me like a lot of other ""water enhancers"" on the market except Vitamin Squeeze has, well, vitamins thrown in to make it ""better for you.""  So far I'm not impressed and downed a good five servings of it without necessarily feeling more energized.  In fact I was more sleepy than normal the first day I tried it and it did little to nothing for me in terms of perking me up.  I think I'll just stick with my regular water since I know that's not loaded with the questionable ""Natural"" flavors as mentioned in the ingredient listing which is beyond suspect.  Skip this one as there's no benefit in my mind."
115148,B000F4F95C,A3IZJ5A961OV6Y,"James H. Stewart III ""Jeddak""",1,1,5,1168214400,Twinings Darjeeling - 50 count box,"This is the way to buy tea...large boxes, lots of boxes.  Twinings Darjeeling is the only one that tastes 'right'."
341850,B000LKZ8U6,A2HBYI24ZNIC8L,Missy,2,2,4,1254096000,gluten free stroganoff meal,"I had eaten this product before, but could not find in natural food stores.  So when I saw it on Amazon, I decided to buy.  This product is good, but a little to salty.  If you have leftover & reheat, it can become mushy."
210274,B001TM70V0,A3RQY6UB6IVMR9,"Se ""SN""",0,0,5,1293148800,Paw Lickin' meal,"The cats couldn't lick their paws enough after eating this cat food. I highly recommend it. It looks good, smells good and according to the two boy cats I have, it tastes good."
105753,B000WFPOKO,A201TMK1NHXYJ9,Elizabeth,8,8,1,1310860800,Needs Truth in Labeling,"The ingredients list on Amazon is incorrect according to the label on the food. I purchased this food through PetFoodDirect, and their website has the same incorrect list, as does the By Nature website itself as of this date (July 17, 2011). The label on the food I bought says that the food also contains pea flour and menadione dimethylpyrimidinol bisulfite (a toxic synthetic vitamin K). I emailed By Nature about this, and received this reply on June 29, 2011 from Ray Devone, Customer Service Coordinator, Kent Nutrition Group:<br /><br />""Thank you for calling these apparent discrepancies to our attention! There has never been Menadione in any of our foods. In fact, we printed labels listing this ingredient and decided to forgo adding this controversial supplement to our foods - after the labels went to print. Obviously, we have not run out of this first printing of labels yet - and I have asked that we put a 'blip' somewhere with words to  that effect.  We did indeed switch from the controversial gums and carrageenan to pea flour and I have further asked that we update websites, as well as labels for accuracy sake.  To answer your question:  The pea flour is new; the Menadione never was.""<br /><br />The label on the food also lists guar gum and locust bean gum, so I'm not sure what controversial gums the pea flour replaced.<br /><br />Anyway, if your cats don't like pea flour (mine don't) or you're looking for a low-carbohydrate food, avoid By Nature Organics Chicken & Chicken Liver canned cat food.<br /><br />Truth in labeling matters."
125326,B001E5E060,AKMEY1BSHSDG7,J. Arena,0,0,5,1232236800,Great big taste and super health benefits!,"Kashi Heart to Heart Honey Toasted Oat Cereal delivers big taste and crunch for comparitively few calories. It's one of the best cereals out there, delivering the kind of health benefits you'd expect from Cheerios or oatmeal. In addition to that, it delivers the antioxidant equivalent of eating almost a pound of grapes!<br /><br />The flavor is so good that you'll enjoy it as a crunchy snack right out of the box but it's great with fat-free milk. It's got enough sweetness to satisfy your cravings, without being overwhelming. It's perfect for adults dealing with (or preventing) health issues, but it's so delicious that kids will love it, too!<br /><br />Order it from Amazon and there's no shipping charges!"
511182,B004FGWU9O,A3KWN5WDEUEJ9V,Brian K James,0,0,5,1297900800,One of my favorite K-cups,This is one of my favorite K-cups.  It's a rich dark coffee without the bitterness of some.  Highly recommended.
219308,B002DMOY6O,A2I0UHCXN3330S,just me,1,2,5,1301616000,very good,just got these 3 jars with exp 11-15-11<br />that is just fine 7 months freshness<br />excellent taste/i believe i remember seeing on tv a taste<br />taste which hellman's mayo won..<br />no complaints<br />nothing wrong with any of my jars<br />used subscribe and save and another promotion coupon from amazon<br />16.26 free ship no wasted gas<br />delighted with amazon as always
52598,B004X8MZHQ,A3A53A50YEIR2A,Diet Diva,0,0,5,1340582400,Cinnamon Sensation,"This tea has a superb taste.  I actually look forward to drinking this tea with my dinner.  Now that it is summer I drink is as an iced tea, but this is also a very delicious hot drink too!  I use splenda and fresh mint when I brew it.  Fabulous!"
97657,B003DNL9V0,A3L9ZOYHY8Y430,B. Huizenga MD,0,0,5,1343520000,Crystal light raspberry tea,I am happy with the home delivery of this raspberry tea powder which is my primary drink.  It is frequently hard to find it in stores.  They seem to have dropped my favorite in favor of newer flavors.
8817,B00060PTLO,A379EN3F2MYIC7,"D. Rose ""dsvrose""",4,4,5,1167782400,The best espresso out there...,"I prefer this to all other brands and types of coffee. Even after having lived in Italy, this is my favorite."
503611,B000FDBQEG,A2BUQFVW2S18GB,"smilesalltheway ""mommy again!""",2,2,1,1299628800,so sad about this one,"We loved the Hodgson Mill 9 grain and honey wheat breads but I hope I just got a bad box in the case of the Jalapeno Cornbread I ordered.  There is so much baking powder and/or soda in this mix that it tastes like soap.  No Jalapeno flavor.  I'm going to add a can of corn, some mild cheddar and some jalapenos to the next box I open and hope that it improves; no one ate more than one bite of the first box I baked.  I just can't justify giving more than one star to a mix you have to remake."
13384,B001BSBFUO,AVTY5M74VA1BJ,tarotqueen,0,0,5,1316649600,the pills go down easy,"My dogs love these. the pills go down easy, the dog dosen't know the pill is in there. They beg fot these as treats long after the pills are gone."
330064,B000OKRCUM,A1GYVLHBVPQHB8,Mortgagehill,1,1,5,1350950400,Beautiful,I purchased this for my bedroom but it is SO beautiful I moved it to the living room.  I have asthma and sleep difficulties...this really helps so I purchased another for the bedroom.  I have used a colored bulb so it changes the look some more.
211532,B001688E1C,A2CT2SA6KFE8GC,"Stanley Runk ""Runkdapunk""",2,8,4,1215993600,Coulda Been Wonderful,"Strawberry flavored Fluff sounds like a treat, but unfortunately in my corner of the country it's not available.  But while the family and I went on vacation in Florida(Disneyworld!!) we found some at a local grocery store, and I was happy as a clam.  Well, we never got to it and it ended up getting confiscated at the airport.(lame-o rules about gels, creams, etc.)  So, some security schmuck at the Orlando airport is feasting away on my Strawberry Fluff.<br />Hope he enjoys it, the rotten S.O.B.!!!!  I'm sure it would have been quite tasty."
169670,B004H882IS,A11IIPW01CSL0D,Emanuel House,0,0,2,1339545600,"Lasagna is fine, but arrived broken","I ordered this product and most of the pieces arrived broken! I salvaged the remaining good pieces and they made a fine lasagna, but I won't be ordering lasagna noodles online again because it's obvious that shipping them is just too rough on the noodles."
549258,B004728MI4,A2LGWBIT9WCTVA,D. Gesswein,0,0,5,1173312000,Excellent chip!,"I bought these for the office and no one can put them down. I'm ordering more today and it has only been 2 weeks. Didn't have to shop for them either, Amazon brought it to my door!"
416681,B000EMD1XW,A2SM7GYCHMSEEW,michigan girl,2,4,2,1289520000,get Bigelows Vanilla instead! Much better.,"I bought this thinking it would be a sweet treat. I am glad others liked it. I made one cup even after smelling the tea. It smelled rancid or putrid. Musty dirt like others said. MAYBE we all got a bad batch or something. But something is off. I took these to work and wrote ""Free! Please Use or take home!"" They are still sitting in the cupboard. My Bigelow French Vanilla Regular AND Decaf and the Caramel Vanilla by Bigelow is sweet and scrumptious---and my coworkers are always 'borrowing' a tea bag or two. I am not a tea drinker till this year. I liked Constant Comment by Bigelow too---my mom had a sampler kit at home and I had just started trying tea. My baby girl beagle Daisy died at age 14 and I was in tears. Later that night my mom brought in to me a cup of the French Vanilla Bigelow tea and it was so nice! It has been my favorite ever since. Great all year round. Although like I said the orange spiciness of the Bigelow Constant Comment is perfect for Fall and Christmas time. SO if you want great vanilla go for Bigelow. Like I said maybe I got a bad batch but I had bought two boxes at one time. If they improve this I will try it again. NOW For Liptons French Vanilla in regular bags THAT DOES TASTE GOOD----runs a close second to my Bigelow...but this,,,this no!"
80454,B001BOTB72,A1MYIOKDNJ0BMT,Alexis,4,4,5,1309392000,My Cats Love This,"All three of my cats love this food, this is the only food that they'll finish off in one sitting!<br /><br />My cats were mostly on Pate Style but I was frustrated because I was throwing a lot of it away because they wouldn't finish it all, so I decided to try this out. I purchased a few different flavors but they prefer Tuna the best. They'll eat the Salmon & Tuna but not with as much gusto as the regular Tuna flavor.<br /><br />My female cat who has strange ways of eating her food did not appreciate the size of the chunks so before I opened up the pouch, I squished the food so it was not in large pieces. This also helps the the gravy absorb in the food so it's not a soup. I now squeeze the pouches for all my cats, they like it better this way.<br /><br />Also, if it stays at the $28.56 price on Amazon, it's the exact same price in the stores."
326953,B007GYQ6LA,AGGK2X8P26FFY,Samuel A. Munoz,0,0,3,1348531200,Messy Stack,The berry flavors permeate and dominate the other fruit flavors.  The bottom of the bag has dried fruit powder that sticks and stains your fingers and anything else you touch.  Think Cheetos.  Definitely will not be ordering again.
517850,B005GTWCTM,A3II20HYAF4SXE,barbara hayse,0,0,5,1300147200,"Great price, great taste","You can't go wrong with this [[ASIN:B001E5E0D8 Lavazza Crema e Gusto Ground Coffee, Italian Espresso, 8.8-Ounce Bricks (Pack of 4).  Nice espresso flavor, naturally sweet and mild.  It's our favorite everyday espresso  for  morning lattes or an occasional Americano, a nice consistent crema.  And really, you can't beat the Subscribe and Save Program!!  We've tried Lavazza Blu (a chocolate taste) and came back to this.<br /><br />After opening the vacuum sealed package, I transfer the ground espresso to a French (clip top)mason jar, and store in the refrigerator as recommended by the company.  I take out just enough for our two shots and put the jar right back into the fridge--it stays tasting fresh to the last cuppa:~)Delicious!!"
554071,B001E5E0D8,A2PI08OGXX6BGL,"DB in CV ""Chem Dude""",2,3,5,1241654400,Excellent Coffee & Great Amazon Deal!,"Not only is this some very tasty coffee, Amazon offers it at a very good price.  I'm quite pleased with this purchase and can recommend it to others with no reservation."
209702,B000Q7535Y,AWCXKFQPSTPJG,Kacey Crouch,2,2,5,1292544000,Yummy snack for all ages,"These are great oatmeal cookies. I first found them in the full size bag, but I love these individual bags even more. They are easy to grab on the go. There's plenty in each bag. And they are so good, you'd have no idea they are wheat free!"
349987,B006ILRBWU,A1K5SZSQO3FBNU,B. Nichols,4,5,1,1322870400,EXTREMELY SMALL BOXES! VERY DISAPPOINTING,"Just received these two boxes which I purchased to go in my son's stocking for Christmas, but the boxes are so small, I regret ordering them, especially for $10! BE WARE! These boxes are about the size of a cigarette lighter. (I bought a box of these years ago and they were a regular size candy box, so i had expected these to be about the same size.)"
65010,B000N8N45W,A263392R9AQ9FO,Smitty79,0,0,5,1314921600,Surprised pleasantly and amazed.,"I was a little hesitant about ordering these as I am not a big fan of packaged food like this. But I was completely taken back when I made one for lunch.<br /><br />The preparation is so easy and simple and it takes like 90 seconds!<br /><br />The bowls are surprisingly sturdy even after the minute and half in the microwave. The noodles were vacuum sealed and again, surprisingly fresh. I was worried about a stale or bland taste, but I was wrong.<br /><br />After the microwaving was done, and I was able to eat, I was yet again, surprised. The flavor is great... it's got a little zip / bite / spiciness to it but it's just enough for those who don't like spicy foods. I LOVE spicy foods and this was still enough for me to accept openly without being bland.<br /><br />These are the best bowls I've tried thus far. To be better than Annie Chun's, you'd have to go A LONG ways and do some amazing things because these are nearly unbeatable. I highly recommend these.<br /><br />I will DEFINITELY be ordering more of these and many other flavors as well."
366476,B000CQIDAG,A2ZV4X5FFYBOIZ,Leslie Pellegrini,2,2,5,1226188800,Fabulous tea,"We are major tea drinkers and this Stash Premium Organic Earl Grey tea is wonderful.  Great flavor, great price and added benefit of getting antioxidants.  A win/win for everyone!!! Highly recommended"
333983,B004LL5O46,A2Z8915H4OTQLG,Patricia  J Morton,1,6,3,1339632000,Poorly packaged,"The coffee was fine, but the packaging was not helpful. I accidentally slit the bag of coffee open trying to get the package open. It would be better to have a little bit of space in the box, or a layer of paper or something."
422169,B001M0ALII,AMEC55T4IG95R,Rob,0,1,3,1321315200,Dented Cans,"Have not tried the product yet, but 4/6 cans are dented. Box was not dented, everything was secured in packing material, must have been dented at the wherehouse."
71901,B000CQ25TQ,A3AW6P4XGCUQWN,"S. Lee ""(-_-)""",0,0,4,1279843200,Excellent,Love mac & cheese - it's definitely better than the kraft/velveeta stuff.  More fun/easier to eat rotini pasta than shell pasta too.  :-\
425741,B0034EDMLI,A20M6PDSIP3TVM,Sheena,0,0,5,1285545600,Sooo Goood!!!,"I had my first KIND bar at Starbucks... The first taste of the Mango Macadamia and I was in heaven. One day, a Barista at Starbucks recommended the Fruit and Nut Delight and I have been hooked since. My boyfriend, who is picky about things, LOVED this bar.  I am thrilled to have found them on Amazon.com and will Subscribe and Save!  They are nearly [...]in health food stores..Ordering them this way saves me money.  Jillian Michaels also recommends them as a healthy snack bar for kids. She was the reason I decided to locate them in bulk.  They are gluten free and anyone who can't eat gluten and have had these bars are rejoicing!"
337091,B001EQ4HFI,AC2E5B435TCKC,stain,0,0,5,1304553600,i love this stuff,crystal light orange is my favorite flavor - i drink much more water as a result of adding this.  i love the taste.  it's very very good.  highly recommend.
260647,B000RHVGNG,A30HHGQ1P5OXTZ,Stephanie Adams,6,6,4,1259366400,"Pretty, nutty taste, interesting(?) texture.","We're big quinoa fans, so I decided to give Kaniwa a try. It's very similar, but a much smaller grain. We cooked it basically the same way. The appearance on the plate was very pretty - reminded me of caviar. I really enjoyed the lightly nutty flavor. The texture, because of the small grains, is a bit grainy or sandy. I didn't mind it, but some people don't like unusually-textured foods. It's possible that the texture would be less distinct, had we cooked it longer - quinoa, I know, has a very different texture if you cook it al dente or let it go till the grains puff out.  Worth a try if you're a quinoa lover!"
265921,B00017L1TG,A2H4JPM08BBT1C,"Nancy T. Wrede ""doverlady""",0,0,5,1275955200,My grandson loves Real Theater Popcorn,"My granndson eats a big bowl of popcorn every night and with all the hype about microwave popcorn being so bad for him, he had given it up.  When I found this Real Theater Popcorn, he was so excited and found it more to his liking than any he had previously eaten!  I will be ordering it again! Thank you Amazon for a healthy snack that everyone enjoys!"
43572,B001EQ4P2I,A3391JPWZU0WQB,"Amy Cox ""Amy""",2,2,5,1202342400,Best Blue Diamond Almonds,"I have tried most of the Blue Diamond Almond flavors and I have to say this one is my FAVORITE!!!  Once I start eating these almonds, it's hard to stop.  YUMMY!!!"
363164,B000LKWXMM,A2XDRDXPO68ZIZ,"Kimberly Norberto ""mystampstore""",0,1,5,1227830400,iced oatmeal cookies,"these cookies are great!  we all love them, even the kids.  good ingredients, great taste, and they melt on your tongue."
177331,B004U49QU2,A16YU3GRGCD95S,"Theresa M. Studer ""Terra57""",0,0,4,1310860800,Ever so chocolately!,"I'm a chocolate lover and when I need a real sit down munch out choco fest these are right up there on my list.  What could be better than choco cookie with choco chips and a fudgy center that will make you lick you lips with pleasure.  YUMMY!<br /><br />Can you imagine these mixed in some ice cream, crumbled up and layered in a torte or even better crumbled up and put in a peanut butter sandwich.  Yup I'm talking serious stuff with these guys.  I do like the fudgy ones better as they have a regular soft choco chip cookie but hey when it calls for heavy artillary they will fit the bill.<br /><br />Oh just have a great idea.  How about these as smores.  Just put the hot dripping marshmallow in the middle of two cookies and ohhhhhhh the taste.  Just so you know these are a, ""You can't eat just one cookie"".  :)"
340349,B005GYYZTC,A5EELFYQFMR32,Cyberlearn,3,3,1,1322697600,Hard to believe this is sold as food,"This is the first time a product has been so bad, I actually took a photo of the microwaved result so I could show my friends. The noodles looked like bloated invertebrates, and the color of the microwaved concoction prior to stirring drew the word ""burned"" to my brain. After stirring, it looked like a dull brown color, perhaps a weak gravy sauce rather than the reddish-toned sauce one usually sees when this dish is properly prepared, and not even the peanuts could liven up the sad tone and posture of the dish. I wondered where the food came from that was photographed for the box cover - it certainly was nothing like what came inside the box. Looking at the results, I had NO desire at all to taste it, but knowing I would probably post a review somewhere, I dutifully chewed on a spoonful.<br /><br />I've had decent-tasting items from this company before, so I hoped the taste would not reflect the awful appearance of the food. Sad to say, it tasted even worse than it looked. There was no real flavor to speak of, and something in me felt uneasy about the idea of consuming any more of the stuff. I am not one to waste food ever, but I felt no remorse on throwing this product away because it really didn't fit my idea of ""food"". My one regret is I can't remember which local store victimized me by selling it to me, or I would have taken the entire thing back and demanded a refund."
91784,B001EQ526Q,A33PVCHCQ2BTN0,Bali Bound,3,3,5,1313971200,My dogs fly when they hear me open the package!,"I have chihuahuas so we need smaller treats.  One is losing her teeth and she is still able to eat these treats because they are soft.  They are also easy to break in two, since I give them each just half of biscuit as a treat.<br /><br />I appreciate the quality of ingredients and that they are made in the USA.  If you've ever researched the ingredients in most pet foods and treats, you'll understand why this matters.  The resealable package helps keep them fresh.  The dogs know the sound of the bag opening and they go nuts!"
37081,B001EQ5FQI,A3NJY78SZKUA2T,Gordon Jackson,0,0,5,1343606400,Peach Bellini,"You won't be able to put this down once you start it. I mix with a Peach Chardonnay that I've made for several years. It takes about 6 hours to freeze. It can be difficult to dispense, but with a little practice you can get the job done. A sweet, delicious alternative to wine spritzers. Definitely a product I will carry when my winery opens."
229597,B001EBJSKC,A3EIPVNGIEG900,JJJJr Shabbadoo,1,1,2,1320192000,Not Even Close,"See the picture?  Cut off the part extending to the right.  Cut off the lower branches until you have just a 3"" trunk and a racquetball-sized clump of greens.  It's still alive though..."
465621,B0018GD1NI,A3C5L1T440TLLP,Sam Hastings,1,1,5,1350864000,Great organic and tasty,"This syrup is thick and rich. This golden colored syrup is delicious on hot biscuits, hot cereal or even ice cream."
360295,B000WVYB8Y,A3QEHWN3OGC8FC,MacGuyver,0,2,1,1350259200,Taste is terrible.,"I bought this to help me sleep because of the tons of great reviews. I couldn't get down more than a sip. I didn't expect it to be great, but it was down right unbearable. It's impossible for me to take. Huge waste of money,"
115981,B006ZPNOOS,A16EXSFWJWP2UN,NDN RN,0,0,5,1350691200,Torani sugar free syrups make food interesting,"I love torani sugar free syrups in my protein shakes, oatmeal and cream of wheat.. Salted Carmel is the best! But they are all good!"
